RegionId;Name;Red;Green;Blue;TerrainId
3638;3638;45;35;236;3
3639;3639;45;36;23;5
3640;3640;45;36;68;2
3641;3641;45;36;173;6
3642;3642;45;36;244;3
3643;3643;45;37;232;3
3644;3644;45;39;33;6
3645;3645;45;39;88;2
3646;3646;45;39;138;2
3647;3647;45;39;240;3
3648;3648;45;40;248;3
3649;3649;45;42;53;4
3650;3650;45;42;203;5
3651;3651;45;45;45;10
3652;3652;45;45;168;5
3653;3653;45;45;223;4
3654;3654;45;48;83;4
3655;3655;45;48;133;5
3656;3656;45;48;188;4
3657;3657;45;51;48;6
3658;3658;45;51;153;4
3659;3659;45;51;198;5
3660;3660;45;54;13;6
3661;3661;45;54;163;2
3662;3662;45;57;78;6
3663;3663;45;57;183;5
3664;3664;45;60;98;2
3665;3665;45;60;148;4
3666;3666;45;63;8;2
3667;3667;45;63;63;6
3668;3668;45;66;28;5
3669;3669;45;66;73;5
3670;3670;45;66;178;2
3671;3671;45;69;38;5
3672;3672;45;69;93;5
3673;3673;45;69;143;4
3674;3674;45;72;208;6
3675;3675;45;75;173;6
3676;3676;45;78;88;6
3677;3677;45;78;193;4
3678;3678;45;81;158;5
3679;3679;45;81;203;2
3680;3680;45;84;18;5
3681;3681;45;87;133;2
3682;3682;45;87;188;5
3683;3683;45;90;48;2
3684;3684;45;93;13;6
3685;3685;45;93;68;5
3686;3686;45;93;218;9
3687;3687;45;96;33;5
3688;3688;45;96;78;2
3689;3689;45;96;183;6
3690;3690;45;99;43;5
3691;3691;45;99;98;5
3692;3692;45;102;8;6
3693;3693;45;102;63;2
3694;3694;45;102;213;5
3695;3695;45;105;28;6
3696;3696;45;105;178;2
3697;3697;45;108;198;4
3698;3698;45;111;58;6
3699;3699;45;111;163;5
3700;3700;45;111;208;5
3701;3701;45;114;23;5
3702;3702;45;114;128;4
3703;3703;45;114;173;5
3704;3704;45;117;88;5
3705;3705;45;117;138;5
3706;3706;45;117;193;4
3707;3707;45;120;53;5
3708;3708;45;120;158;5
3709;3709;45;123;18;4
3710;3710;45;123;73;2
3711;3711;45;123;223;6
3712;3712;45;126;38;5
3713;3713;45;126;83;5
3714;3714;45;126;188;6
3715;3715;45;129;3;6
3716;3716;45;129;48;5
3717;3717;45;129;153;4
3718;3718;45;132;13;5
3719;3719;45;132;68;5
3720;3720;45;132;218;4
3721;3721;45;135;33;5
3722;3722;45;135;183;5
3723;3723;45;138;98;6
3724;3724;45;138;148;5
3725;3725;45;138;203;6
3726;3726;45;141;63;8
3727;3727;45;141;168;6
3728;3728;45;141;213;2
3729;3729;45;144;133;6
3730;3730;45;144;178;5
3731;3731;45;147;143;2
3732;3732;45;147;198;5
3733;3733;45;150;163;4
3734;3734;45;153;23;9
3735;3735;45;153;78;6
3736;3736;45;153;128;2
3737;3737;45;156;43;6
3738;3738;45;156;88;5
3739;3739;45;156;193;6
3740;3740;45;159;8;5
3741;3741;45;159;53;2
3742;3742;45;159;158;8
3743;3743;45;162;18;6
3744;3744;45;162;73;6
3745;3745;45;162;223;4
3746;3746;45;165;188;5
3747;3747;45;168;3;4
3748;3748;45;168;153;5
3749;3749;45;168;208;4
3750;3750;45;171;68;5
3751;3751;45;171;173;2
3752;3752;45;171;218;5
3753;3753;45;174;33;6
3754;3754;45;174;138;4
3755;3755;45;174;183;5
3756;3756;45;177;98;4
3757;3757;45;177;148;2
3758;3758;45;177;203;5
3759;3759;45;180;63;5
3760;3760;45;183;28;4
3761;3761;45;183;133;2
3762;3762;45;186;48;6
3763;3763;45;186;198;5
3764;3764;45;189;13;6
3765;3765;45;189;58;5
3766;3766;45;189;163;2
3767;3767;45;192;23;5
3768;3768;45;192;78;6
3769;3769;45;192;128;5
3770;3770;45;195;43;6
3771;3771;45;198;8;2
3772;3772;45;198;213;2
3773;3773;45;201;178;6
3774;3774;45;201;223;5
3775;3775;45;204;38;9
3776;3776;45;204;143;5
3777;3777;45;204;188;5
3778;3778;45;207;3;9
3779;3779;45;207;153;5
3780;3780;45;207;208;9
3781;3781;45;210;68;6
3782;3782;45;210;173;5
3783;3783;46;0;43;4
3784;3784;46;0;193;4
3785;3785;46;0;236;3
3786;3786;46;3;8;6
3787;3787;46;3;158;5
3788;3788;46;3;213;6
3789;3789;46;4;232;3
3790;3790;46;6;178;5
3791;3791;46;6;223;6
3792;3792;46;6;240;3
3793;3793;46;8;248;3
3794;3794;46;9;38;4
3795;3795;46;9;143;5
3796;3796;46;9;188;5
3797;3797;46;10;236;3
3798;3798;46;12;3;2
3799;3799;46;12;208;2
3800;3800;46;12;244;2
3801;3801;46;14;232;3
3802;3802;46;15;68;2
3803;3803;46;15;173;6
3804;3804;46;16;240;3
3805;3805;46;17;248;3
3806;3806;46;18;33;5
3807;3807;46;18;138;8
3808;3808;46;18;236;3
3809;3809;46;20;244;3
3810;3810;46;21;53;4
3811;3811;46;21;98;4
3812;3812;46;21;232;3
3813;3813;46;23;248;3
3814;3814;46;24;18;5
3815;3815;46;24;63;4
3816;3816;46;24;168;9
3817;3817;46;25;236;3
3818;3818;46;26;244;3
3819;3819;46;27;28;4
3820;3820;46;27;133;4
3821;3821;46;27;232;3
3822;3822;46;28;240;3
3823;3823;46;30;48;2
3824;3824;46;30;198;5
3825;3825;46;30;248;3
3826;3826;46;31;236;3
3827;3827;46;32;244;3
3828;3828;46;33;13;4
3829;3829;46;33;163;4
3830;3830;46;33;218;5
3831;3831;46;34;232;3
3832;3832;46;35;240;3
3833;3833;46;36;78;6
3834;3834;46;36;128;6
3835;3835;46;36;183;4
3836;3836;46;36;248;3
3837;3837;46;37;236;3
3838;3838;46;39;43;4
3839;3839;46;39;148;6
3840;3840;46;39;193;4
3841;3841;46;39;244;3
3842;3842;46;40;232;3
3843;3843;46;42;158;4
3844;3844;46;42;213;6
3845;3845;46;45;73;6
3846;3846;46;45;178;2
3847;3847;46;48;38;6
3848;3848;46;48;93;4
3849;3849;46;48;143;6
3850;3850;46;51;3;4
3851;3851;46;51;208;5
3852;3852;46;54;23;4
3853;3853;46;54;68;5
3854;3854;46;54;173;2
3855;3855;46;57;33;5
3856;3856;46;57;88;6
3857;3857;46;57;138;4
3858;3858;46;60;53;5
3859;3859;46;60;203;4
3860;3860;46;63;18;6
3861;3861;46;63;223;5
3862;3862;46;66;83;8
3863;3863;46;66;133;5
3864;3864;46;66;188;4
3865;3865;46;69;48;6
3866;3866;46;69;153;5
3867;3867;46;69;198;6
3868;3868;46;72;13;5
3869;3869;46;72;163;6
3870;3870;46;72;218;8
3871;3871;46;75;78;4
3872;3872;46;75;128;5
3873;3873;46;75;183;4
3874;3874;46;78;43;5
3875;3875;46;78;148;5
3876;3876;46;81;63;6
3877;3877;46;81;213;5
3878;3878;46;84;73;9
3879;3879;46;84;178;5
3880;3880;46;87;38;2
3881;3881;46;87;93;4
3882;3882;46;87;143;6
3883;3883;46;90;3;6
3884;3884;46;90;58;5
3885;3885;46;90;208;4
3886;3886;46;93;23;2
3887;3887;46;93;173;6
3888;3888;46;96;88;6
3889;3889;46;96;193;6
3890;3890;46;99;53;8
3891;3891;46;99;158;4
3892;3892;46;99;203;4
3893;3893;46;102;18;5
3894;3894;46;102;168;2
3895;3895;46;102;223;6
3896;3896;46;105;83;6
3897;3897;46;105;133;4
3898;3898;46;108;48;6
3899;3899;46;111;13;6
3900;3900;46;111;68;5
3901;3901;46;114;33;6
3902;3902;46;114;78;4
3903;3903;46;114;183;8
3904;3904;46;117;98;6
3905;3905;46;117;148;6
3906;3906;46;120;8;5
3907;3907;46;120;63;4
3908;3908;46;120;213;6
3909;3909;46;123;28;6
3910;3910;46;123;178;6
3911;3911;46;126;93;2
3912;3912;46;126;198;6
3913;3913;46;129;58;5
3914;3914;46;129;163;6
3915;3915;46;129;208;4
3916;3916;46;132;23;5
3917;3917;46;132;128;5
3918;3918;46;132;173;5
3919;3919;46;135;88;6
3920;3920;46;135;138;5
3921;3921;46;135;193;8
3922;3922;46;138;53;4
3923;3923;46;138;158;6
3924;3924;46;141;18;5
3925;3925;46;141;73;2
3926;3926;46;141;223;2
3927;3927;46;144;38;6
3928;3928;46;144;83;2
3929;3929;46;144;188;6
3930;3930;46;147;3;5
3931;3931;46;147;48;6
3932;3932;46;147;153;5
3933;3933;46;150;13;6
3934;3934;46;150;68;5
3935;3935;46;150;218;5
3936;3936;46;153;33;5
3937;3937;46;153;183;6
3938;3938;46;156;98;9
3939;3939;46;156;148;4
3940;3940;46;156;203;4
3941;3941;46;159;63;6
3942;3942;46;159;168;8
3943;3943;46;159;213;5
3944;3944;46;162;28;5
3945;3945;46;162;133;4
3946;3946;46;162;178;4
3947;3947;46;165;93;6
3948;3948;46;165;143;2
3949;3949;46;165;198;4
3950;3950;46;168;58;6
3951;3951;46;168;163;6
3952;3952;46;171;23;4
3953;3953;46;171;78;5
3954;3954;46;171;128;4
3955;3955;46;174;43;2
3956;3956;46;174;88;4
3957;3957;46;174;193;9
3958;3958;46;177;8;6
3959;3959;46;177;53;6
3960;3960;46;177;158;5
3961;3961;46;180;18;6
3962;3962;46;180;73;4
3963;3963;46;180;223;5
3964;3964;46;183;38;8
3965;3965;46;183;188;6
3966;3966;46;186;3;4
3967;3967;46;186;153;6
3968;3968;46;186;208;6
3969;3969;46;189;68;4
3970;3970;46;189;173;4
3971;3971;46;189;218;6
3972;3972;46;192;33;5
3973;3973;46;192;138;5
3974;3974;46;192;183;4
3975;3975;46;195;98;6
3976;3976;46;195;148;6
3977;3977;46;198;63;4
3978;3978;46;198;168;5
3979;3979;46;201;28;6
3980;3980;46;201;133;4
3981;3981;46;204;48;4
3982;3982;46;204;93;6
3983;3983;46;207;13;6
3984;3984;46;207;58;4
3985;3985;46;210;23;6
3986;3986;46;210;78;4
3987;3987;47;0;98;8
3988;3988;47;0;148;4
3989;3989;47;0;203;6
3990;3990;47;0;240;3
3991;3991;47;3;63;6
3992;3992;47;3;168;9
3993;3993;47;4;236;3
3994;3994;47;6;28;5
3995;3995;47;6;83;5
3996;3996;47;6;133;5
3997;3997;47;6;244;3
3998;3998;47;8;232;3
3999;3999;47;9;48;6
4000;4000;47;9;93;6
4001;4001;47;9;198;5
4002;4002;47;10;240;3
4003;4003;47;12;13;5
4004;4004;47;12;58;4
4005;4005;47;12;163;5
4006;4006;47;12;248;5
4007;4007;47;14;236;3
4008;4008;47;15;23;4
4009;4009;47;15;78;5
4010;4010;47;15;128;4
4011;4011;47;16;244;3
4012;4012;47;17;232;3
4013;4013;47;18;43;6
4014;4014;47;18;193;5
4015;4015;47;18;240;3
4016;4016;47;20;248;3
4017;4017;47;21;8;6
4018;4018;47;21;158;6
4019;4019;47;21;213;6
4020;4020;47;21;236;3
4021;4021;47;23;232;3
4022;4022;47;24;73;8
4023;4023;47;24;178;2
4024;4024;47;24;223;5
4025;4025;47;25;240;3
4026;4026;47;26;248;3
4027;4027;47;27;38;4
4028;4028;47;27;143;2
4029;4029;47;27;188;2
4030;4030;47;27;236;3
4031;4031;47;30;3;4
4032;4032;47;30;153;5
4033;4033;47;30;208;5
4034;4034;47;30;232;3
4035;4035;47;31;240;3
4036;4036;47;32;248;3
4037;4037;47;33;68;4
4038;4038;47;33;173;6
4039;4039;47;34;236;3
4040;4040;47;35;244;3
4041;4041;47;36;88;2
4042;4042;47;36;138;4
4043;4043;47;36;232;3
4044;4044;47;37;240;3
4045;4045;47;39;53;5
4046;4046;47;39;98;6
4047;4047;47;39;203;8
4048;4048;47;39;248;3
4049;4049;47;40;236;3
4050;4050;47;42;18;6
4051;4051;47;42;168;8
4052;4052;47;45;28;9
4053;4053;47;45;83;6
4054;4054;47;45;133;4
4055;4055;47;48;48;5
4056;4056;47;48;198;9
4057;4057;47;51;13;8
4058;4058;47;51;163;4
4059;4059;47;51;218;6
4060;4060;47;54;78;8
4061;4061;47;54;128;4
4062;4062;47;54;183;5
4063;4063;47;57;43;6
4064;4064;47;57;148;5
4065;4065;47;57;193;4
4066;4066;47;60;8;4
4067;4067;47;60;158;4
4068;4068;47;60;213;6
4069;4069;47;63;73;6
4070;4070;47;63;178;2
4071;4071;47;66;38;4
4072;4072;47;66;93;5
4073;4073;47;66;143;8
4074;4074;47;69;3;6
4075;4075;47;69;58;9
4076;4076;47;69;208;9
4077;4077;47;72;23;5
4078;4078;47;72;68;6
4079;4079;47;72;173;5
4080;4080;47;75;33;2
4081;4081;47;75;88;6
4082;4082;47;75;138;5
4083;4083;47;78;53;2
4084;4084;47;78;203;5
4085;4085;47;81;18;5
4086;4086;47;81;168;4
4087;4087;47;81;223;5
4088;4088;47;84;83;8
4089;4089;47;84;133;5
4090;4090;47;84;188;5
4091;4091;47;87;48;2
4092;4092;47;87;153;4
4093;4093;47;87;198;4
4094;4094;47;90;13;4
4095;4095;47;90;163;4
4096;4096;47;90;218;6
4097;4097;47;93;78;4
4098;4098;47;93;128;4
4099;4099;47;93;183;6
4100;4100;47;96;43;5
4101;4101;47;96;98;10
4102;4102;47;96;148;4
4103;4103;47;99;8;4
4104;4104;47;99;63;2
4105;4105;47;99;213;4
4106;4106;47;102;28;5
4107;4107;47;102;73;5
4108;4108;47;102;178;6
4109;4109;47;105;38;9
4110;4110;47;105;93;5
4111;4111;47;105;143;9
4112;4112;47;108;3;9
4113;4113;47;108;58;4
4114;4114;47;108;208;5
4115;4115;47;111;23;6
4116;4116;47;111;173;6
4117;4117;47;114;88;8
4118;4118;47;114;138;4
4119;4119;47;114;193;5
4120;4120;47;117;53;4
4121;4121;47;117;158;6
4122;4122;47;117;203;6
4123;4123;47;120;18;5
4124;4124;47;120;168;5
4125;4125;47;120;223;6
4126;4126;47;123;83;4
4127;4127;47;123;133;6
4128;4128;47;123;188;2
4129;4129;47;126;48;5
4130;4130;47;126;153;5
4131;4131;47;129;13;6
4132;4132;47;129;68;5
4133;4133;47;129;218;8
4134;4134;47;132;33;5
4135;4135;47;132;78;4
4136;4136;47;132;183;6
4137;4137;47;135;43;5
4138;4138;47;135;98;8
4139;4139;47;135;148;5
4140;4140;47;138;8;4
4141;4141;47;138;63;6
4142;4142;47;138;213;4
4143;4143;47;141;28;8
4144;4144;47;141;178;4
4145;4145;47;144;93;8
4146;4146;47;144;143;4
4147;4147;47;144;198;6
4148;4148;47;147;58;5
4149;4149;47;147;163;8
4150;4150;47;147;208;6
4151;4151;47;150;23;4
4152;4152;47;150;128;4
4153;4153;47;150;173;6
4154;4154;47;153;88;6
4155;4155;47;153;138;5
4156;4156;47;153;193;2
4157;4157;47;156;53;5
4158;4158;47;156;158;5
4159;4159;47;159;18;6
4160;4160;47;159;73;5
4161;4161;47;159;223;8
4162;4162;47;162;38;2
4163;4163;47;162;83;4
4164;4164;47;162;188;4
4165;4165;47;165;3;6
4166;4166;47;165;48;5
4167;4167;47;165;153;4
4168;4168;47;168;13;5
4169;4169;47;168;68;6
4170;4170;47;168;218;5
4171;4171;47;171;33;2
4172;4172;47;171;183;4
4173;4173;47;174;98;5
4174;4174;47;174;148;6
4175;4175;47;174;203;4
4176;4176;47;177;63;8
4177;4177;47;177;168;6
4178;4178;47;177;213;6
4179;4179;47;180;28;4
4180;4180;47;180;133;5
4181;4181;47;183;93;4
4182;4182;47;183;143;4
4183;4183;47;183;198;4
4184;4184;47;186;58;5
4185;4185;47;186;163;5
4186;4186;47;189;23;4
4187;4187;47;189;78;2
4188;4188;47;189;128;5
4189;4189;47;192;43;2
4190;4190;47;192;88;4
4191;4191;47;192;193;8
4192;4192;47;195;8;6
4193;4193;47;195;53;5
4194;4194;47;195;158;4
4195;4195;47;198;18;4
4196;4196;47;198;73;9
4197;4197;47;198;223;4
4198;4198;47;201;38;5
4199;4199;47;201;188;4
4200;4200;47;204;3;8
4201;4201;225;76;133;1
4202;4202;47;204;208;8
4203;4203;47;207;68;5
4204;4204;47;207;173;5
4205;4205;47;207;218;4
4206;4206;47;210;33;9
4207;4207;47;210;138;6
4208;4208;47;210;183;2
4209;4209;48;0;8;2
4210;4210;48;0;53;4
4211;4211;48;0;158;10
4212;4212;48;0;244;3
4213;4213;48;2;236;3
4214;4214;48;3;18;6
4215;4215;48;3;73;5
4216;4216;48;3;223;10
4217;4217;48;4;240;3
4218;4218;48;6;38;5
4219;4219;48;6;188;4
4220;4220;48;6;248;3
4221;4221;48;8;236;3
4222;4222;48;9;3;5
4223;4223;48;9;153;5
4224;4224;48;9;208;8
4225;4225;48;10;244;3
4226;4226;48;12;68;10
4227;4227;48;12;173;8
4228;4228;48;12;218;8
4229;4229;48;12;232;6
4230;4230;48;14;240;3
4231;4231;48;15;33;5
4232;4232;48;15;138;5
4233;4233;48;15;183;10
4234;4234;48;16;248;3
4235;4235;48;17;236;3
4236;4236;48;18;98;4
4237;4237;48;18;148;2
4238;4238;48;18;203;5
4239;4239;48;18;244;3
4240;4240;48;20;232;3
4241;4241;48;21;63;10
4242;4242;48;21;168;2
4243;4243;48;21;240;3
4244;4244;48;23;236;3
4245;4245;48;24;28;9
4246;4246;48;24;83;2
4247;4247;48;24;133;5
4248;4248;48;25;244;3
4249;4249;48;26;232;3
4250;4250;48;27;48;8
4251;4251;48;27;93;2
4252;4252;48;27;198;10
4253;4253;48;27;240;3
4254;4254;48;30;13;8
4255;4255;48;30;58;4
4256;4256;48;30;163;4
4257;4257;48;30;236;3
4258;4258;48;31;244;3
4259;4259;48;32;232;3
4260;4260;48;33;23;4
4261;4261;48;33;78;5
4262;4262;48;33;128;6
4263;4263;48;34;240;3
4264;4264;48;35;248;3
4265;4265;48;36;43;6
4266;4266;48;36;193;4
4267;4267;48;37;244;3
4268;4268;48;39;8;5
4269;4269;48;39;158;8
4270;4270;48;39;213;5
4271;4271;48;39;232;3
4272;4272;42;223;211;1
4273;4273;48;42;73;5
4274;4274;48;42;178;6
4275;4275;48;42;223;10
4276;4276;48;45;38;10
4277;4277;48;45;143;8
4278;4278;48;45;188;5
4279;4279;48;48;3;10
4280;4280;48;48;153;2
4281;4281;48;48;208;5
4282;4282;48;51;68;10
4283;4283;48;51;173;5
4284;4284;48;54;33;5
4285;4285;48;54;88;2
4286;4286;48;54;138;5
4287;4287;48;57;53;2
4288;4288;48;57;98;10
4289;4289;48;57;203;10
4290;4290;48;60;18;2
4291;4291;48;60;63;6
4292;4292;48;60;168;10
4293;4293;48;63;28;10
4294;4294;48;63;83;2
4295;4295;48;63;133;4
4296;4296;48;66;48;6
4297;4297;48;66;198;10
4298;4298;48;69;13;2
4299;4299;48;69;163;5
4300;4300;48;69;218;8
4301;4301;48;72;78;10
4302;4302;48;72;128;2
4303;4303;48;72;183;5
4304;4304;48;75;43;10
4305;4305;48;75;148;4
4306;4306;48;75;193;5
4307;4307;48;78;8;10
4308;4308;48;78;158;10
4309;4309;48;78;213;5
4310;4310;48;81;73;6
4311;4311;48;81;178;6
4312;4312;48;84;38;10
4313;4313;48;84;93;5
4314;4314;48;84;143;2
4315;4315;48;87;3;6
4316;4316;48;87;58;6
4317;4317;48;87;208;6
4318;4318;48;90;23;6
4319;4319;48;90;68;4
4320;4320;48;90;173;6
4321;4321;48;93;33;5
4322;4322;48;93;88;5
4323;4323;48;93;138;10
4324;4324;48;96;53;2
4325;4325;48;96;203;5
4326;4326;48;99;18;2
4327;4327;48;99;168;5
4328;4328;48;99;223;4
4329;4329;48;102;83;10
4330;4330;48;102;133;2
4331;4331;48;102;188;6
4332;4332;48;105;48;10
4333;4333;48;105;153;9
4334;4334;48;105;198;4
4335;4335;48;108;13;10
4336;4336;48;108;163;10
4337;4337;48;108;218;5
4338;4338;48;111;78;4
4339;4339;48;111;128;2
4340;4340;48;111;183;5
4341;4341;48;114;43;5
4342;4342;48;114;98;2
4343;4343;48;114;148;6
4344;4344;48;117;8;6
4345;4345;48;117;63;9
4346;4346;48;117;213;6
4347;4347;48;120;28;6
4348;4348;48;120;73;4
4349;4349;48;120;178;6
4350;4350;48;123;38;6
4351;4351;48;123;93;8
4352;4352;48;123;143;10
4353;4353;48;126;3;5
4354;4354;48;126;58;5
4355;4355;48;126;208;10
4356;4356;48;129;23;5
4357;4357;48;129;173;5
4358;4358;48;132;88;10
4359;4359;48;132;138;4
4360;4360;48;132;193;5
4361;4361;48;135;53;4
4362;4362;48;135;158;4
4363;4363;48;135;203;2
4364;4364;48;138;18;10
4365;4365;48;138;168;5
4366;4366;48;138;223;5
4367;4367;48;141;83;4
4368;4368;48;141;133;6
4369;4369;48;141;188;5
4370;4370;48;143;205;3
4371;4371;48;144;48;4
4372;4372;48;144;153;5
4373;4373;48;147;13;10
4374;4374;48;147;68;6
4375;4375;48;147;218;5
4376;4376;48;150;33;8
4377;4377;48;150;78;5
4378;4378;48;150;183;10
4379;4379;48;153;43;4
4380;4380;48;153;98;4
4381;4381;48;153;148;10
4382;4382;48;156;8;8
4383;4383;48;156;63;6
4384;4384;48;156;213;6
4385;4385;48;159;28;6
4386;4386;48;159;178;6
4387;4387;48;162;93;5
4388;4388;48;162;143;10
4389;4389;48;162;198;8
4390;4390;48;165;58;5
4391;4391;48;165;163;6
4392;4392;48;165;208;4
4393;4393;48;168;23;10
4394;4394;48;168;128;5
4395;4395;48;168;173;6
4396;4396;48;171;88;10
4397;4397;48;171;138;2
4398;4398;48;171;193;2
4399;4399;48;174;53;10
4400;4400;48;174;158;5
4401;4401;48;177;18;9
4402;4402;48;177;73;5
4403;4403;48;177;223;5
4404;4404;48;180;38;4
4405;4405;48;180;83;4
4406;4406;48;180;188;6
4407;4407;48;183;3;6
4408;4408;48;183;48;10
4409;4409;48;183;153;10
4410;4410;48;186;13;5
4411;4411;48;186;68;5
4412;4412;48;186;218;10
4413;4413;48;189;33;6
4414;4414;48;189;183;5
4415;4415;48;192;98;2
4416;4416;48;192;148;6
4417;4417;48;192;203;4
4418;4418;48;195;63;6
4419;4419;48;195;168;2
4420;4420;48;195;213;5
4421;4421;48;198;28;10
4422;4422;48;198;133;4
4423;4423;48;198;178;6
4424;4424;48;201;93;10
4425;4425;48;201;143;6
4426;4426;48;201;198;2
4427;4427;48;204;58;6
4428;4428;48;204;163;6
4429;4429;48;207;23;8
4430;4430;48;207;78;2
4431;4431;48;207;128;6
4432;4432;48;210;43;2
4433;4433;48;210;88;10
4434;4434;48;210;193;4
4435;4435;49;0;63;6
4436;4436;49;0;168;5
4437;4437;49;0;213;5
4438;4438;49;0;248;3
4439;4439;49;2;236;3
4440;4440;49;3;28;8
4441;4441;49;3;133;2
4442;4442;49;3;178;5
4443;4443;49;4;244;3
4444;4444;49;6;93;5
4445;4445;49;6;143;4
4446;4446;49;6;198;6
4447;4447;49;6;232;3
4448;4448;49;8;240;3
4449;4449;49;9;58;5
4450;4450;49;9;163;5
4451;4451;49;10;248;3
4452;4452;49;12;23;2
4453;4453;49;12;78;5
4454;4454;49;12;128;6
4455;4455;49;12;236;5
4456;4456;49;14;244;3
4457;4457;49;15;43;5
4458;4458;49;15;88;4
4459;4459;49;15;193;4
4460;4460;49;16;232;3
4461;4461;49;17;240;3
4462;4462;49;18;8;2
4463;4463;49;18;53;4
4464;4464;49;18;158;2
4465;4465;49;18;248;12
4466;4466;49;20;236;3
4467;4467;49;21;18;6
4468;4468;49;21;73;10
4469;4469;49;21;223;6
4470;4470;49;21;244;3
4471;4471;49;23;240;3
4472;4472;49;24;38;5
4473;4473;49;24;188;6
4474;4474;49;25;248;3
4475;4475;49;26;236;3
4476;4476;49;27;3;5
4477;4477;49;27;153;5
4478;4478;49;27;208;4
4479;4479;49;27;244;3
4480;4480;49;30;68;2
4481;4481;49;30;173;2
4482;4482;49;30;218;8
4483;4483;49;30;240;3
4484;4484;49;31;248;3
4485;4485;49;32;236;3
4486;4486;49;33;33;6
4487;4487;49;33;138;2
4488;4488;49;33;183;8
4489;4489;49;34;244;3
4490;4490;49;35;232;3
4491;4491;49;36;98;2
4492;4492;49;36;148;8
4493;4493;49;36;203;10
4494;4494;49;37;248;3
4495;4495;49;39;63;2
4496;4496;49;39;168;2
4497;4497;49;39;236;3
4498;4498;49;40;244;3
4499;4499;49;42;28;8
4500;4500;49;42;83;4
4501;4501;49;42;133;4
4502;4502;49;45;48;2
4503;4503;49;45;93;5
4504;4504;49;45;198;6
4505;4505;49;48;13;4
4506;4506;49;48;58;5
4507;4507;49;48;163;7
4508;4508;49;51;23;5
4509;4509;49;51;78;10
4510;4510;49;51;128;5
4511;4511;49;54;43;2
4512;4512;49;54;193;4
4513;4513;49;57;8;6
4514;4514;49;57;158;5
4515;4515;49;57;213;2
4516;4516;49;60;73;9
4517;4517;49;60;178;2
4518;4518;49;60;223;5
4519;4519;49;63;38;5
4520;4520;49;63;143;2
4521;4521;49;63;188;6
4522;4522;49;66;3;2
4523;4523;49;66;153;8
4524;4524;49;66;208;10
4525;4525;49;69;68;8
4526;4526;49;69;173;5
4527;4527;49;72;33;5
4528;4528;49;72;88;6
4529;4529;49;72;138;2
4530;4530;49;75;53;4
4531;4531;49;75;98;5
4532;4532;49;75;203;5
4533;4533;49;78;18;6
4534;4534;49;78;63;4
4535;4535;49;78;168;7
4536;4536;49;81;28;6
4537;4537;49;81;83;10
4538;4538;49;81;133;4
4539;4539;49;84;48;2
4540;4540;49;84;198;2
4541;4541;49;87;13;4
4542;4542;49;87;163;6
4543;4543;49;87;218;9
4544;4544;49;90;78;5
4545;4545;49;90;128;6
4546;4546;49;90;183;2
4547;4547;49;93;43;2
4548;4548;49;93;148;6
4549;4549;49;93;193;8
4550;4550;49;96;8;6
4551;4551;49;96;158;2
4552;4552;49;96;213;10
4553;4553;49;99;73;6
4554;4554;49;99;178;2
4555;4555;49;102;38;5
4556;4556;49;102;93;6
4557;4557;49;102;143;2
4558;4558;49;105;3;6
4559;4559;49;105;208;6
4560;4560;49;108;23;2
4561;4561;49;108;68;5
4562;4562;49;108;173;8
4563;4563;49;111;33;8
4564;4564;49;111;88;10
4565;4565;49;111;138;5
4566;4566;49;114;53;4
4567;4567;49;114;203;4
4568;4568;49;117;18;6
4569;4569;49;117;168;9
4570;4570;49;117;223;2
4571;4571;49;120;83;5
4572;4572;49;120;133;2
4573;4573;49;120;188;5
4574;4574;49;123;48;8
4575;4575;49;123;153;5
4576;4576;49;123;198;5
4577;4577;49;126;13;2
4578;4578;49;126;163;8
4579;4579;49;126;218;5
4580;4580;49;129;78;6
4581;4581;49;129;128;8
4582;4582;49;129;183;2
4583;4583;49;132;43;4
4584;4584;49;132;98;6
4585;4585;49;132;148;6
4586;4586;49;135;8;5
4587;4587;49;135;63;2
4588;4588;49;135;213;5
4589;4589;49;138;28;5
4590;4590;49;138;73;4
4591;4591;49;138;178;8
4592;4592;49;141;38;4
4593;4593;49;141;93;10
4594;4594;49;141;143;5
4595;4595;49;144;3;8
4596;4596;49;144;58;2
4597;4597;49;144;208;4
4598;4598;49;147;23;6
4599;4599;49;147;173;8
4600;4600;49;150;88;5
4601;4601;49;150;138;4
4602;4602;49;150;193;4
4603;4603;49;153;53;8
4604;4604;49;153;158;5
4605;4605;49;153;203;4
4606;4606;49;156;18;4
4607;4607;49;156;168;6
4608;4608;49;156;223;9
4609;4609;49;159;83;6
4610;4610;49;159;133;5
4611;4611;49;159;188;10
4612;4612;49;162;48;5
4613;4613;49;162;153;6
4614;4614;49;165;13;5
4615;4615;49;165;68;5
4616;4616;49;165;218;5
4617;4617;49;168;33;5
4618;4618;49;168;78;8
4619;4619;49;168;183;9
4620;4620;49;171;43;8
4621;4621;49;171;98;6
4622;4622;49;171;148;2
4623;4623;49;174;8;2
4624;4624;49;174;63;10
4625;4625;49;174;213;5
4626;4626;49;177;28;6
4627;4627;49;177;178;2
4628;4628;49;180;93;5
4629;4629;49;180;143;6
4630;4630;49;180;198;5
4631;4631;49;183;58;2
4632;4632;49;183;163;2
4633;4633;49;183;208;4
4634;4634;49;186;23;6
4635;4635;49;186;128;10
